Antecedent;Consequent
 MÃ¼sli to go | MÃ¼sli to go | Wiener | belegte Backw. 1; Klassik Semmel 0,30 | Obstbecher 0,90 |
 Klassik Semmel 0,30 | MÃ¼sli to go | MÃ¼sli to go | Obstbecher 0; Wiener | belegte Backw. 1,70 |
 MÃ¼sli to go | MÃ¼sli to go | Obstbecher 0,90 | Wie; Klassik Semmel 0,30 | belegte Backw. 1,70 |
 MÃ¼sli to go | MÃ¼sli to go | Obstbecher 0,90 | belegte Backw. 1; Klassik Semmel 0,30 | Wiener |
 Klassik Semmel 0,30 | Obstbecher 0,90 | Wiener | belegte Backw. 1,70 ; MÃ¼sli to go  
 Klassik Semmel 0,30 | MÃ¼sli to go | MÃ¼sli to go | Obstbecher 0,90 | Wie; belegte Backw. 1,70    
 Klassik Semmel 0,30 | MÃ¼sli to go | MÃ¼sli to go | Obstbecher 0,90 | belegte Backw. 1; Wiener    
 Klassik Semmel 0,30 | MÃ¼sli to go | MÃ¼sli to go | Wiener | belegte Backw. 1; Obstbecher 0,90    
 MÃ¼sli to go | MÃ¼sli to go | Obstbecher 0,90 | Wiener | belegte Backw. 1; Klassik Semmel 0,30    
 LeberkÃ¤se Semmel | MÃ¼sli to; Obstbecher 0,90    
 MÃ¼sli to go | Semmel; LeberkÃ¤se Semmel | Obstbecher 0,90
 MÃ¼sli to go | Obstbecher 0,90 | Semmel; LeberkÃ¤se Semmel  
 Ei 0,30 | MÃ¼sli to go | Obstbecher 0,9; O-Saft frisch | Wiener |
 Ei 0,30 | MÃ¼sli to go | Wiene; O-Saft frisch | Obstbecher 0,90 |
 Ei 0,30 | MÃ¼sli to go | O-Saft frisc; Obstbecher 0,90 | Wiener |
 MÃ¼sli to go | O-Saft frisch | Wiene; Obstbecher 0,90    
 Ei 0,30 | MÃ¼sli to go | O-Saft frisch | Obstbecher 0,9; Wiener    
 Ei 0,30 | MÃ¼sli to go | O-Saft frisch | Wiene; Obstbecher 0,90    
 Ei 0,30 | MÃ¼sli to go | Obstbecher 0,90 | Wiene; O-Saft frisch    
 MÃ¼sli to go | O-Saft frisch | Obstbecher 0,90 | Wiene; Ei 0,30    
 BIO-RÃ¼hrei | Klassik Semmel 0,30 | MÃ¼sli to; Obstbecher 0,90    
 BIO-RÃ¼hrei | MÃ¼sli to go | Obstbecher 0; Klassik Semmel 0,30    
 LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | MÃ¼sli ; Obstbecher 0,90    
 BIO Back 0,45 | MÃ¼sli to go | Obstbecher 0,9; Port. Butter Honig ec    
 BIO Back 0,45 | MÃ¼sli to go | Port. Butter Honig e; Obstbecher 0,90    
 MÃ¼sli to go | Obstbecher 0,90 | Port. Butter Honig e; BIO Back 0,45    
 Backwaren Kuchen 1,30 | Breze 0,65 | MÃ¼sli to g; Wiener    
 Backwaren Kuchen 1,30 | MÃ¼sli to go | Wiene; Breze 0,65    
 Klassik Semmel 0,30 | MÃ¼sli to go | belegte Backw. 1,7; Obstbecher 0,90 | Wiener |
 Klassik Semmel 0,30 | Obstbecher 0,90 | belegte Backw. 1,70 ; MÃ¼sli to go | Wiener
 MÃ¼sli to go | Obstbecher 0,90 | belegte Backw. 1,7; Klassik Semmel 0,30 | Wiener |
 Klassik Semmel 0,30 | MÃ¼sli to go | Wiene; Obstbecher 0,90 | belegte Backw. 1,70 |
 MÃ¼sli to go | Wiener | belegte Backw. 1,7; Klassik Semmel 0,30 | Obstbecher 0,90 |
 Klassik Semmel 0,30 | MÃ¼sli to go | Obstbecher 0,90 | Wiene; belegte Backw. 1,70    
 Klassik Semmel 0,30 | MÃ¼sli to go | Obstbecher 0,90 | belegte Backw. 1,7; Wiener    
 Klassik Semmel 0,30 | MÃ¼sli to go | Wiener | belegte Backw. 1,7; Obstbecher 0,90    
 MÃ¼sli to go | Obstbecher 0,90 | Wiener | belegte Backw. 1,7; Klassik Semmel 0,30    
 LeberkÃ¤se Semmel | belegte Backw. 2,3; Semmeln    
 BIO-RÃ¼hrei | belegte Backw. 2,3; Obstbecher 0,90    
 belegte Backw. 2,30 | belegte Backw. 2,30 ; Port. Butter Honig ec    2
 Breze 0,65 | belegte Backw. 2,30 | belegte Backw. 2,30 ; Port. Butter Honig ec    
 belegte Backw. 2,30 | belegte Backw. 2,30 | belegte Backw. 2,30 ; Breze 0,65 | Port. Butter Honig ec |
 Breze 0,65 | belegte Backw. 2,30 | belegte Backw. 2,30 | belegte Backw. 2,30 ; Port. Butter Honig ec    
 Port. Butter Honig ec | belegte Backw. 2,30 | belegte Backw. 2,30 | belegte Backw. 2,30 ; Breze 0,65    
 BIO Molkerei 1,00 | Breze 0,65 | belegte Backw. 2,30 ; Wiener    
 BIO Molkerei 1,00 | Wiener | belegte Backw. 2,30 ; Breze 0,65    
 Breze 0,65 | Wiener | belegte Backw. 2,30 ; BIO Molkerei 1,00    
 Breze 0,65 | Port. Butter Honig ec | belegte Backw. 2,30 ;, 
 Port. Butter Honig ec | Port. Butter Honig ec | belegte Backw. 2,30 ; Breze 0,65    
 BIO Molkerei 0,50 | BIO Molkerei 1,00 ; belegte Backw. 1,40    
 BIO Molkerei 0,50 | BIO Molkerei 0,50 ; BIO Molkerei 0,80    
 BIO Molkerei 0,50 | KÃ¤se-Mohn Breze | LeberkÃ¤se Sem; Backwaren Kuchen 1,30    
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semme; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | KÃ¤se-Mohn Brez; LeberkÃ¤se Semmel  
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semme; BIO Molkerei 0,55 _ | Breze 0,65 | Obstbecher 0,90 | Semmeln |
 BIO Back 0,45 | BIO Molkerei 0,50 | Wiener ; Obstbecher 0,90 | belegte Backw. 1,70 |
 BIO Back 0,45 | BIO Molkerei 0,50 | belegte Backw. 1,70 ; Obstbecher 0,90    
 BIO Molkerei 0,50 | Wiener | belegte Backw. 1,70 ; BIO Back 0,45 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Obstbecher 0,90 | Wiener ; BIO Back 0,45 | belegte Backw. 1,70 |
 BIO Back 0,45 | BIO Molkerei 0,50 | Obstbecher 0,90 | Wiener ; belegte Backw. 1,70    
 BIO Back 0,45 | BIO Molkerei 0,50 | Obstbecher 0,90 | belegte Backw. 1,70 ; Wiener    
 BIO Back 0,45 | BIO Molkerei 0,50 | Wiener | belegte Backw. 1,70 ; Obstbecher 0,90    
 BIO Molkerei 0,50 | Obstbecher 0,90 | Wiener | belegte Backw. 1,70 ; BIO Back 0,45    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Port. Butter Honig ec ; Obstbecher 0,90    
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | Obst 0,4; Semmeln    
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Obstbecher 0,90 ; BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | Semmeln
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semme; Breze 0,65 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | Obstbecher 0,9; BIO Molkerei 0,55 _ | Breze 0,65 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | Semmel; BIO Molkerei 0,55 _ | Breze 0,65 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; BIO Molkerei 0,55 _ | Breze 0,65 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | Obstbecher 0,9; Breze 0,65 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | Semmel; Breze 0,65 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; BIO Molkerei 0,55 _ | Breze 0,65 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; Breze 0,65 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; BIO Molkerei 0,55 _ | Breze 0,65 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; BIO Molkerei 0,55 _ | Breze 0,65 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; Breze 0,65 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; Breze 0,65 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semm; BIO Molkerei 0,55 _ | Breze 0,65 |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semme; BIO Molkerei 0,55 _ | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,9; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semme; Backwaren Kuchen 1,30 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | Semmel; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semme; Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,9; Backwaren Kuchen 1,30 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,9; BIO Molkerei 0,55 _ | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | Semmel; BIO Molkerei 0,55 _ | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; BIO Molkerei 0,55 _ | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | Semmel; Backwaren Kuchen 1,30 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; Backwaren Kuchen 1,30 | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,9; Semmeln    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | Semmel; Obstbecher 0,90    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; Breze 0,65    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; Backwaren Kuchen 1,30    
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; BIO Molkerei 0,55 _    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; Backwaren Kuchen 1,30 | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; BIO Molkerei 0,55 _ | Semmeln |
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; BIO Molkerei 0,55 _ | Obstbecher 0,90 |
 BIO Molkerei 0,50 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semm; BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; Backwaren Kuchen 1,30 | Obstbecher 0,90 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; Semmeln    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; Obstbecher 0,90    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Backwaren Kuchen 1,30 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semm; Breze 0,65    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semm; Backwaren Kuchen 1,30    
 BIO Molkerei 0,50 | Backwaren Kuchen 1,30 | Breze 0,65 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semm; BIO Molkerei 0,55 _    
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; BIO Molkerei 0,55 _ | Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | LeberkÃ¤se Semmel | LeberkÃ¤se Sem; Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; BIO Molkerei 0,55 _ | Semmeln |
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; BIO Molkerei 0,55 _ | Obstbecher 0,90 |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0; Semmeln    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Semm; Obstbecher 0,90    
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semm; BIO Molkerei 0,55 _    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | LeberkÃ¤se Semme; Obstbecher 0,90 | Semmeln |
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | Obstbecher 0,9; BIO Molkerei 0,55 _ | Semmeln |
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | LeberkÃ¤se Semmel | Obstbecher 0,9; Semmeln    
 BIO Molkerei 0,50 | BIO Molkerei 0,55 _ | LeberkÃ¤se Semmel | Semmel; Obstbecher 0,90    
 BIO Molkerei 0,50 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; BIO Molkerei 0,55 _    
 BIO Molkerei 0,50 | Ei 0,30 | Obstbecher 0,90 ; BIO Back 0,45 | O-Saft frisch | Port. Butter Honig ec |
 BIO Back 0,45 | BIO Molkerei 0,50 | Ei 0,30 | Obstbecher 0,90 ; O-Saft frisch | Port. Butter Honig ec |
 BIO Back 0,45 | BIO Molkerei 0,50 | Obstbecher 0,90 | Port. Butter Honig ec ; O-Saft frisch    
 BIO Molkerei 0,50 | Ei 0,30 | Obstbecher 0,90 | Port. Butter Honig ec ; BIO Back 0,45 | O-Saft frisch |
 BIO Back 0,45 | BIO Molkerei 0,50 | Ei 0,30 | O-Saft frisch ; Port. Butter Honig ec    
 BIO Back 0,45 | BIO Molkerei 0,50 | O-Saft frisch | Obstbecher 0,90 ; Port. Butter Honig ec    
 BIO Molkerei 0,50 | Ei 0,30 | O-Saft frisch | Obstbecher 0,90 ; BIO Back 0,45 | Port. Butter Honig ec |
 BIO Molkerei 0,50 | O-Saft frisch | Port. Butter Honig ec ; Obstbecher 0,90    
 BIO Molkerei 0,50 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec ; BIO Back 0,45    
 BIO Molkerei 0,50 | O-Saft frisch | Obstbecher 0,90 | Port. Butter Honig ec ; BIO Back 0,45    
 BIO Back 0,45 | BIO Molkerei 0,50 | O-Saft frisch | Port. Butter Honig ec ; Obstbecher 0,90    
 BIO Back 0,45 | BIO Molkerei 0,50 | Ei 0,30 | O-Saft frisch | Obstbecher 0,90 ; Port. Butter Honig ec    
 BIO Back 0,45 | BIO Molkerei 0,50 | Ei 0,30 | O-Saft frisch | Port. Butter Honig ec ; Obstbecher 0,90    
 BIO Back 0,45 | BIO Molkerei 0,50 | Ei 0,30 | Obstbecher 0,90 | Port. Butter Honig ec ; O-Saft frisch    
 BIO Back 0,45 | BIO Molkerei 0,50 | O-Saft frisch | Obstbecher 0,90 | Port. Butter Honig ec ; Ei 0,30    
 BIO Molkerei 0,50 | Ei 0,30 | O-Saft frisch | Obstbecher 0,90 | Port. Butter Honig ec ; BIO Back 0,45    
 BIO Back 0,45 | BIO Molkerei 0,50 | Ei 0,30 ; Port. Butter Honig ec    
 BIO Back 0,45 | BIO Molkerei 0,50 | Obst 0,40 ; Port. Butter Honig ec    
 BIO Molkerei 0,50 | Obst 0,40 | Obstbecher 0,90 ; Kornsemmel 0,40    
 BIO Molkerei 1,00 | FrÃ¼hstÃ�; Breze 0,65 | Port. Butter Honig ec |
 FrÃ¼hstÃ¼ck | Port. Butter Honig; Breze 0,65    
 Breze 0,65 | FrÃ¼hstÃ�; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Breze 0,65 | FrÃ¼hstÃ�; Port. Butter Honig ec    
 BIO Molkerei 1,00 | FrÃ¼hstÃ¼ck | Port. Butter Honig; Breze 0,65    
 Breze 0,65 | FrÃ¼hstÃ¼ck | Port. Butter Honig; BIO Molkerei 1,00    
 BIO Molkerei 0,55 _ | BIO Molkerei 1,00 | BIO Molkerei 1,00 ; belegte Backw. 1,70    
 BIO Molkerei 1,00 | BIO Molkerei 1,00 | belegte Backw. 1,70 ;, 
 belegte Backw. 1,70 | belegte Backw. 1,70 ; BIO Molkerei 0,55 _    
 BIO Molkerei 0,80 | BIO Molkerei 1,00 | O-Saft frisch ; Obst 0,40    
 BIO Molkerei 0,80 | BIO Molkerei 1,00 | Obst 0,40 ; O-Saft frisch    
 BIO Molkerei 0,55 _ | BIO Molkerei 0,80 | BIO Molkerei 1,00 ; Obstbecher 0,90    
 BIO Molkerei 0,80 | BIO Molkerei 1,00 | Obstbecher 0,90 ; BIO Molkerei 0,55 _    
 BIO Molkerei 1,00 | Ei 0,30 | Port. Butter Honig ec ; Breze 0,65 | Kornsemmel 0,40 |
 BIO Molkerei 1,00 | Breze 0,65 | Ei 0,30 ; Kornsemmel 0,40 | Port. Butter Honig ec |
 BIO Molkerei 1,00 | Breze 0,65 | Kornsemmel 0,40 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Breze 0,65 | Ei 0,30 | Kornsemmel 0,40 ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | Breze 0,65 | Ei 0,30 | Port. Butter Honig ec ; Kornsemmel 0,40    
 BIO Molkerei 1,00 | Breze 0,65 | Kornsemmel 0,40 | Port. Butter Honig ec ; Ei 0,30    
 BIO Molkerei 1,00 | Ei 0,30 | Kornsemmel 0,40 | Port. Butter Honig ec ; Breze 0,65    
 BIO Molkerei 0,55 _ | BIO Molkerei 1,00 | Obst 0,40 ; Obstbecher 0,90    
 BIO Molkerei 0,55 _ | Obst 0,40 | Obstbecher 0,90 ; BIO Molkerei 1,00    
 BIO Molkerei 0,55 _ | BIO Molkerei 1,00 | belegte Backw. 1,70 ;, 
 BIO Molkerei 0,55 _ | belegte Backw. 1,70 | belegte Backw. 1,70 ; BIO Molkerei 1,00    
 BIO Molkerei 1,00 | belegte Backw. 1,70 | belegte Backw. 1,70 ; BIO Molkerei 0,55 _    
 BIO Molkerei 1,00 | BIO-RÃ¼hrei | Breze 0,6; Wiener    
 BIO Molkerei 1,00 | BIO-RÃ¼hrei | Wiene; Breze 0,65    
 BIO Molkerei 1,00 | Kornsemmel 0,40 | O-Saft frisch ; Obstbecher 0,90    
 BIO Molkerei 1,00 | O-Saft frisch | Obstbecher 0,90 ; Kornsemmel 0,40    
 BIO Molkerei 1,00 | LeberkÃ¤se Semme; Semmeln    
 BIO Back 0,45 | BIO Molkerei 1,00 | LeberkÃ¤se Semme; Obstbecher 0,90 | Semmeln |
 BIO Back 0,45 | BIO Molkerei 1,00 | Semmeln ; Obstbecher 0,90    
 BIO Molkerei 1,00 | LeberkÃ¤se Semmel | Obstbecher 0,9; BIO Back 0,45 | Semmeln |
 BIO Back 0,45 | BIO Molkerei 1,00 | LeberkÃ¤se Semmel | Obstbecher 0,9; Semmeln    
 BIO Back 0,45 | BIO Molkerei 1,00 | LeberkÃ¤se Semmel | Semmel; Obstbecher 0,90    
 BIO Back 0,45 | BIO Molkerei 1,00 | Obstbecher 0,90 | Semmeln ; LeberkÃ¤se Semmel  
 BIO Molkerei 1,00 | LeberkÃ¤se Semmel | Obstbecher 0,90 | Semmel; BIO Back 0,45    
 BIO Back 0,45 | BIO Molkerei 1,00 | O-Saft frisch ; Port. Butter Honig ec    
 BIO Molkerei 1,00 | O-Saft frisch | Port. Butter Honig ec ; BIO Back 0,45    
 BIO Molkerei 1,00 | Obstbecher 0,90 | Wiener ; Breze 0,65    
 BIO Molkerei 1,00 | Obstbecher 0,90 | Port. Butter Honig ec ; Semmeln    
 Ei 0,30 | Ei 0,30 ; Port. Butter Honig ec | Semmeln |
 Ei 0,30 | Ei 0,30 | Port. Butter Honig ec ; Semmeln    
 Ei 0,30 | Ei 0,30 | Semmeln ; Port. Butter Honig ec    
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Brez; O-Saft frisch | Obstbecher 0,90 | Port. Butter Honig ec |
 Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisc; BIO Back 0,45 | Obstbecher 0,90 | Port. Butter Honig ec |
 Ei 0,30 | KÃ¤se-Mohn Breze | Obstbecher 0,9; BIO Back 0,45 | O-Saft frisch | Port. Butter Honig ec |
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisc; Obstbecher 0,90 | Port. Butter Honig ec |
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Breze | Obstbecher 0,9; O-Saft frisch | Port. Butter Honig ec |
 Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisch | Obstbecher 0,9; BIO Back 0,45 | Port. Butter Honig ec |
 Ei 0,30 | KÃ¤se-Mohn Breze | Port. Butter Honig e; BIO Back 0,45 | O-Saft frisch | Obstbecher 0,90 |
 Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisch | Port. Butter Honig e; BIO Back 0,45 | Obstbecher 0,90 |
 Ei 0,30 | KÃ¤se-Mohn Breze | Obstbecher 0,90 | Port. Butter Honig e; BIO Back 0,45 | O-Saft frisch |
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Breze | Port. Butter Honig e; O-Saft frisch | Obstbecher 0,90 |
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisch | Obstbecher 0,9; Port. Butter Honig ec    
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisch | Port. Butter Honig e; Obstbecher 0,90    
 BIO Back 0,45 | Ei 0,30 | KÃ¤se-Mohn Breze | Obstbecher 0,90 | Port. Butter Honig e; O-Saft frisch    
 Ei 0,30 | KÃ¤se-Mohn Breze | O-Saft frisch | Obstbecher 0,90 | Port. Butter Honig e; BIO Back 0,45    
 BIO-RÃ¼hrei | Breze 0,65 | belegte Backw. 1,7; Ei 0,30    
 BIO-RÃ¼hrei | Ei 0,30 | belegte Backw. 1,7; Breze 0,65    
 BIO-RÃ¼hrei | Breze 0,65 | belegte Backw. 1,4; Ei 0,30    
 BIO-RÃ¼hrei | Ei 0,30 | belegte Backw. 1,4; Breze 0,65    
 Breze 0,65 | Ei 0,30 | belegte Backw. 1,40 ; BIO-RÃ¼hrei  
 Ei 0,30 | LeberkÃ¤se Semme; Semmeln    
 BIO Molkerei 0,55 _ | BIO Molkerei 0,80 | Ei 0,30 ; Backwaren Kuchen 1,30    
 BIO Back 0,45 | BIO Molkerei 0,80 | Backwaren Kuchen 1,30 ; Port. Butter Honig ec    
 BIO Back 0,45 | BIO Molkerei 0,80 | Ei 0,30 ; Backwaren Kuchen 1,30 | Port. Butter Honig ec |
 BIO Molkerei 0,80 | Ei 0,30 | Port. Butter Honig ec ; BIO Back 0,45 | Backwaren Kuchen 1,30 |
 BIO Back 0,45 | BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Ei 0,30 ; Port. Butter Honig ec    
 BIO Back 0,45 | BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Port. Butter Honig ec ; Ei 0,30    
 BIO Back 0,45 | BIO Molkerei 0,80 | Ei 0,30 | Port. Butter Honig ec ; Backwaren Kuchen 1,30    
 BIO Molkerei 0,80 | Backwaren Kuchen 1,30 | Ei 0,30 | Port. Butter Honig ec ; BIO Back 0,45    
 Ei 0,30 | Wiener | belegte Backw. 1,70 ; Breze 0,65    
 Backwaren Kuchen 1,30 | Ei 0,30 | Wiener ; BIO Back 0,45 | Port. Butter Honig ec |
 BIO Back 0,45 | Backwaren Kuchen 1,30 | Ei 0,30 | Wiener ; Port. Butter Honig ec    
